SentenceID,HedgeWord,Sentence,Final,Agreement
6039,much,"I'm not having much success with it.",1.0,0.8
19969,really,"I'm never really in a situation where it gets to that.",1.0,1.0
30984,some,"I concentrated some peoples attention",1.0,0.6
16663,really,"They don't really want the Government out of the bedroom.",1.0,1.0
8635,some,"For some reason you remind me of Dennis Leary (Video has a few F-bombs if your at work)STFU - Dennis Leary - YouTube STFU - Dennis Leary - YouTube Yea it does seem that most in the OWS Movement want to blame everyone but themselves for their own mistakes.",0.0,0.6
12287,kind of,"I think however that anger I felt helped me understand why people are so vulnerable to this kind of thing.",0.0,0.75
13369,know,"You just completed another sweater and you don't know how to knit.",0.0,0.75
24139,know,"I also want to add that i was working constantly for the 15yrs but only the final 1 yr with the NHS so i dont know if i would have been entitled to any redundancy as i had a break with the NHS when i went into a private nursing home to work then back into the NHS for that last year when i got really badsorry rambeling now lolI agree with the other posters who suggest that your wife makes an appoimntment with her doctor to review her medication.",0.0,0.5
10937,they said,"Members of the South Africa Project were trying to draw attention to what they said is black-on-white violence in that country.",0.0,0.5
11369,possible,"Is that possible for you",0.0,1.0
21702,read,"I have not read his father waited 12 hours to call the police in any case.",1.0,1.0
17287,I mean,"I expected you to insult me once you finally understood what I mean",0.0,0.8
24129,much,"I used to cry before going on a shift as i was in so much pain",0.0,0.8
23334,know,"Let me know if you think I'm way offIf you think I'm crazy to think that we could safely do what I've described",0.0,0.8
25152,believe,"I'm by no means a fan of the coalition or any of the parties in the UK but I believe that the coalition have done the right thing by addressing the absurd levels of money being wasted in the public sector.",1.0,0.8
11210,most,"I think most people are looking at this",0.0,0.6
29677,most,"Presently most paper and some plastic contains chlorine.",1.0,0.75
14072,find,"I'd like you to provide some material about the benefits of anthropogenic (or not) global warming or endorse any you can find among the +10",0.0,1.0
11001,really,"I believe that getting a license is really quite easy though...And the 'rate' means per 100",0.0,0.5
17233,know,"I know a few people with PTSD.",0.0,0.8
19328,imagine,"I can't imagine trying to get some with two kids.",0.0,0.8
24124,some,"I'm not saying that some Dem's aren't insane either",0.0,0.6
13327,fair,"Fox at least pretends with the fair balanced line for the moron tea baggers.",0.0,0.8
22748,could,"Oh this ROCKS I didn't know I could see it like this",0.0,0.6
22743,really,"Oh Massachusettes really showed President Bush!",1.0,0.6
29293,I mean,"I mean - my immediate gut reaction: act your age",1.0,1.0
7979,really,"It does sound like a really horrible situation!",0.0,1.0
14685,could,"But the unconditional surrender we had demanded came only when they saw clearly that we could completely destroy them.",0.0,1.0
6436,fair,"A candidates sexual adventures have always been fair gameBWAHAHAHAA!",0.0,0.8
11112,know,"The day before some chavvy looking bloke comes out of a store as I was walking past and nods his head at me like we know each other",0.0,1.0
9077,kind of,"He kind of looked at me as if I was a simpleton and said something that expressed the notion that business and ethics were not bed partners.",1.0,0.8
392,believe,"I don't support the BNP at all (I vote Conservative) but I do believe that Nick Griffin should be allowed to be a politician and give speeches without fear of reprisal.",1.0,1.0
9676,some,"MCcain followed the orders he was given by his commanders and I don't think you will find too many democrats that will support a position of our soliders being some type of thugs.",0.0,0.6
15022,some,"It is forced confiscation in taxes to pay for national defense.. which is for every person/citizen EQUALLY... not for the confiscation of some for the sole benefit of others...",0.0,0.5
14061,could,"Our president says that the USA could absorb another such attack.",0.0,0.6
21868,feel,"I don't feel particularly bad about it because whenever I try to discuss why you couldn't have had a sleep-related occurence or distorted memory we get about as far as I saw what I saw.",0.0,1.0
32098,find,"Could not find any real news - only some videos and items in discussion boards...",0.0,0.5
21625,find,"I can find lots of information online about how to set down my statement if I was a medical professional but I cant find any examples of what a family member witness statement should look like or what I can include.",0.0,1.0
19480,much,"Congress always seems to be intent on paying for a tax cut..... We're not hearing much about it.....but it appears that one way to pay for the payroll tax cut will be to increase the cost of mortgages....more sneaky fees....",1.0,1.0
27574,really,"I really dont think theres two meanings of the word honor.",1.0,1.0
26198,could,"Political developments in the next 48 hours could determine the fate of his four-month-old coalition government.",1.0,1.0
18778,could,"It would be a boon to them and they could put more of their money into their business",0.0,1.0
29138,find,"From the letter asking him to resign:We find your actions highly disconcerting.",1.0,1.0
5448,find,"But at the same time I maybe need to move away from my usual standpoint - I do admit I am quite a practical and down to earth person (I'm the sort of friend who finds it hard to put my arm round someone's shoulder to comfort them but will go off and cook them a meal and clean their house to help them practically in times of crisis!).",1.0,1.0
15242,could,"Or we could poke sharp sticks in our eyes.",0.0,0.6
1204,much,"Regardless how much money they pump into the system",1.0,0.8
26172,believe,"Lightwizard wrote:I don't believe there is an answer -- it's the theme of Wells' Things to Come and many other socio-political sci-fi writings.",1.0,0.6
13232,most,"The organization opposes some of the most accepted practices in health care",0.0,0.8
8514,most,"Insurance should cover most losses.",1.0,0.75
31286,general,"Purchasing power of the general public is going to rise",1.0,1.0
24699,read,"Quote:As I read it",1.0,0.6
14312,I mean,"I mean whoever wins we can rejoice that they've been completely vetted nothing short of a proctology exam by each other.But who knows that might come up too the way it's freaking going ps the board won't let me give you any more rep today for your new avatar.",1.0,0.75
24410,somewhere,"Perhaps because we are supposed to be the ones who have found a place for religion somewhere below the mystic.",1.0,1.0
21676,much,"The commision has representatives from every country and Barroso himself doesnt hold much power anyway but i do think there should be a more democratic system in place for that",0.0,0.8
22151,some,"dole in some fashion.",1.0,0.6
21930,most,"In the most part",0.0,0.8
10483,know,"I'd sit my kids down (if I had any) and ask them if they know of someone being bullied and how they feel about it",0.0,1.0
31168,could,"I said no to SIL as I dont think I could cope having her in my ear all the time and this would divide the family but She's been nagging me and wearing me down and now I'm half and half.",0.0,0.8
31484,some,"They mistakenly believe some of the swill they were spoon-fed in government schools.",1.0,0.6
9385,much,"So much for him knowing the truth.",1.0,0.8
5831,general,"It's like the whole general discussion section and the research section Basically everywhere that I was regularly posting in and one of the people whom I was respectfully and civilly interacting with and who do not mind polite and reasonable skeptics might ask where the heck I went.",1.0,1.0
6303,much,"You will just imagine the rage when the military are sent back into a much worse environment in six mos to a year after being yanked from their duty prematurely by none other than the dems.",0.0,1.0
25567,somebody,"The government doesn't have it's own money and if you want to get your health care for free then somebody else had to pay for it",1.0,1.0
8173,believe,"the US is a secular society and not everyone believe in or follow religion.",0.0,0.6
9264,believe,"Although the Constitution permits communities to enact most laws they believe to be desirable",1.0,0.75
17483,I would say,"Then I would say you deserve the cuts because you vote for the wrong party.",1.0,1.0
32074,could,"Ron Paul could turn the country around if elected",0.0,0.75
921,find,"3rd Cap and Trade that narrowly passed the house and will be debated in the senate in Sept.Americans are overwhelingly against these bills especially when they find out how much it is going to cost",0.0,0.666666666667
2419,someone,"For someone that made a certain comment",0.0,0.666666666667
23849,some,"That's like saying I don't have to pay income tax if I want to starve in some cave.",0.0,0.8
8972,believe,"OK.... give it a go until you see the doctor (it may seem selfish and believe me",0.0,1.0
25973,much,"And you still haven't answered how much an asylum seeker actually gets in benefits: quoting how much is spent on them doesn't answer the question.",1.0,1.0
11256,could,"Generally the pack meeting was after the cubs had gone home...planning what we were doing for the next 6 weeks etc and that didnt really bother me because I was already there and we could get alot planned/look at resources from our cub board/ask the kids what badges if any they would like to work towards.",0.0,0.8
10478,some,"I think there should be some anti-bullying days in schools when the kids are told and shown that it's evil to bully others.",0.0,1.0
10490,might,"So I thought my Blairite friends in Downing Street and elsewhere might enjoy the benefit of my experience:1.",1.0,0.8
26631,understand,"I suppose it's against the rules for Democrats to question these things...I understand just blaming Bush is the simplest of answers",0.0,0.5
27513,feel,"My phrase gang of the resentful generally refers to a middle class which feels its former abundance of influence and power slipping away.",0.0,0.75
32049,much,"The republicans cant cheat that much anymore because the electronic machines are being watched more closely now.",0.0,0.5
19868,read,"Having read through the stuff we were given when she started everything states that there is a healthy food guide in place.",0.0,0.8
20141,some,"I'd like to see some cites on this as well",0.0,0.6
27631,feel,"Yet the media that deemed it appropriate for the question to be asked did not feel the public warranted knowing his answer.",1.0,0.6
12306,know,"You do not know enough to speak intelligently or accurately on what I know.",0.0,0.75
16795,possible,"I suppose it's also possible that the trackway was left by a biological being other than a sasquatch (though I can't imagine what that might be)",1.0,0.666666666667
24830,could,"Scientists have warned that severe climate change could lead to a rise in sea levels",1.0,0.8
21963,someone,"It would shatter even more seeing someone type suck it up.",1.0,0.6
11781,much,"Some charities spend as much as 90% just in fundraising expensesThe truth is that charities are the least efficient.",0.0,0.6
21174,feel,"His attorney certainly feels that Ray will get off.",1.0,1.0
15701,look like,"He makes Bush look like Goldwater.",1.0,1.0
14752,understand,"With respect to your specific suggestion that (as I understand it) evangelical voters most aroused by the social issues of abortion and homosexual marriage may be less committed in an election focused more on economic and public spending issue - much depends on the degree to which they are aroused by the economic and public spending issues themselves and the degree to which they may find themselves reconciled to Democrats who take opposite views on both social and public spending issues.",1.0,0.6
32319,know,"You know I love you and Nimh and appreciate you both.",0.0,0.6
12523,much,"He has said as much himself.",0.0,0.5
17383,really,"You are so indoctrinated it really is sad.",0.0,0.5
31790,someone,"I hope someone else can give you first hand advice about surgery.",0.0,0.666666666667
11115,know,"I say I dont know and then he proceeds to ask me personal questions.",0.0,0.8
2101,really,"But when you start saying they are superior to others..you get into some really dodgy terroritory.",0.0,1.0
11783,know,"Anyone who is a true follower of christ knows you give personally and from your own heart... not having it raped from you whether you have the calling to give it or notAnd in a country based on freedom... you have the freedom to be a miserly prick too",1.0,0.6
22299,know,"Quote:you've edited your post is see i have kids and i know about parenting and if you dont like",0.0,0.75
10471,understand,"I don't understand what drives a child to be so cruel and abusive.",0.0,1.0
13048,know,"If he didn't already know it",0.0,0.5
25249,most,"Decisions of the most horrific choices are caused by tyrannical governments and leaders that force men and women of good will to make such choices.",0.0,1.0
29723,someone,"That land is Israel's land but even if they were not there someone would be trying to exterminate them.",1.0,0.666666666667
21638,imagine,"My partner suffered from a mental illness (anorexia) so as you can imagine",0.0,0.5
7767,understand,"I understand though at what he was getting at",0.0,0.8
26107,know,"I do not know what her definition of racist is",0.0,0.5
21826,could,"#NAME?",0.0,0.5
14560,really,"I was really close with one friend who was in similar circumstances to me (we both had young kids at the time)we were often at eachothers houses and had such a laugh!",0.0,0.8
3775,could,"Mr. Berman said the measure could even apply to Representative John M. Zerwas",1.0,0.75
1245,some,"I never thought this was a common thing until I recieved some supportive replies on here- so sad.",0.0,0.666666666667
12055,some,"dole in some fashion.",0.0,0.6
6856,read,"The last I read",1.0,0.8
27831,much,"I think I'd like to add a little more to my previous post; this is not so much in regard to the Mosuo culture specifically",1.0,0.75
24469,much,"You don't go after banks corporations too much in a bad recession.",1.0,0.6
15674,know,"I know the capital gains tax was cut in half.",0.0,1.0
5495,most,"The Earth receives most of its direct heat from the visible and near- infrared spectrum of sunlight",1.0,0.6
7292,some,"That he can somehow find some way to justify it to himself concerns me not in the least",0.0,0.8
10366,some,"There is some question as to whetherprotesters or the Gov.",0.0,0.6
19645,some,"However I took the time recently to scale some sasquatch to various sized and when I brought up a 12 ft sasquatch next to a 5'9 man it became clear to me that anything that big would be cutting a pretty wide swath through its environment.",0.0,0.8
6741,much,"SO much so that I hear they all ride together in the same car when going to their various events.",0.0,1.0
31485,someone,"I ask about your schooling and job because I need to know if I'm actually dealing with someone who has the capability enough to use his brain to hold a job or achieve some sort of degree.",1.0,0.6
28298,really,"It's really just sad that the guy just can't f-ing win.",1.0,0.8
16373,believe,"I believe that is the procedure here.",1.0,1.0
22876,know,"I know it's going to be a long hard slog but I am grateful to my mum for preparing us for the inevitable.",1.0,1.0
28361,really,"You really have to wonder why those measurements came about.",1.0,1.0
20476,most,"It may well be that my preference is fundamentally no different to the fact most Christians are born into Christian families.",1.0,0.6
9355,some,"Ask some of the RW people about me.",0.0,0.5
16247,read,"I have read of how ingenius the Vietnamese were with their traps and putting bombs on little children and the like.",1.0,0.6
19468,could,"You pro - life pricks could (almost) GIVE -a-fuck about anyone.....after they're BORN.....you sadistic",0.0,0.5
21785,basic,"I have my own business but work as all but dried up...to supplement the lack of income i have used cc's for basics for paying the mortage hoping that things will pick up",0.0,1.0
3071,someone,"Find someone else's crotch to cry on.",0.0,0.5
25810,general,"Here are some quick links to get you started in any research you care to undertake:http://www.webmd.com/sleep-disorders/sleep-paralysishttp://en.wikipedia.org/wiki/Sleep_Paralysishttp://en.wikipedia.org/wiki/Hypnagogic_hallucinationshttp://watarts.uwaterloo.ca/~acheyne/S_P.htmlNOTE: I've relied on wikipedia's entries for the general wording of some of my descriptions of these conditions or phenomena",1.0,1.0
13124,really,"I don't think Beck really cares right now if this happens and that he may be one of the primary reasons it does.",1.0,1.0
24159,really,"Oh Massachusettes really showed President Bush!",0.0,0.5
30051,might,"I meant here that we would be telling future young people about the new peace protests and might be accused similarly.",1.0,1.0
4654,much,"They are much closer to the population of 1890 than of 2012....",1.0,0.8
6431,know,"I don't know anything about Rush Limbaugh.",0.0,1.0
20211,most,"most every vet I met over a certain age",1.0,0.666666666667
23205,most,"And heres a bet: These images will not prove the most shocking evidence of Bush administration sins still to come.",0.0,1.0
12603,basic,"i think when the free market fails to provide an adequate service such a basic health care at an affordable price government intervention can force change.",1.0,0.6
19973,could,"[..]YouGov pollster Peter Kellner [..] said the contrast with former Prime Minister Margaret Thatcher's husband Denis could not be more stark.",1.0,0.6
31784,someone,"Looking for information from anyone who has had it or with someone recuperating.",0.0,0.666666666667
22785,most,"Increasing the EITC is one way to put more buying power in the hands of those who need it most at the expense of those who can afford it.",0.0,0.75
28916,some,"To force a church to go against its beliefs just so some poor fool can have sex without danger of getting a girl pregnant makes so little sense I can't believe people here are even defending it.",1.0,0.8
26971,know,"I do know of people who have had dental work done in Costa Rica.",0.0,1.0
26406,know,"Everyone knows that CalifornaGurl is the biggest",0.0,0.5
20652,possible,"INTRODUCTIONIt should be possible to measure whether our understanding of CENTRAL gravity is correct.",1.0,0.6
11263,sort of,"I was sort of conned into it when i was asked if i would help out for an hour on a Friday night at the meetings.",1.0,0.8
12146,understand,"Let me see if I understand your point of view.",0.0,0.8
15859,could,"He could not be both irrelevant and the problem.",1.0,0.8
28343,most,"For those conservative muslims in the west; Im sure most of you shake the hands of the opposite sex if presented.",1.0,0.6
13646,someone,"And they definitely shouldn't be forcing anyone to pay for someone else's Contraception & Abortions.",1.0,0.6
8886,hear,"Whoever didn't hear about deficits exploding during Chimpy McShrub's eight years had to have been living on a deserted island",1.0,1.0
12067,hear,"I hear cuba is looking for a few good communists.",1.0,0.8
31488,really,"You haven't really thought about the stuff you believe in",1.0,1.0
17213,could,"You could kill an entire police force.",1.0,0.8
18048,read,"I have just re read the PDF detailing each of these points and must honestly say I can not out right shoot down any of them which I was suprised by.",0.0,0.75
27365,know,"You clearly do not know what you are talking about.",0.0,0.6
22524,read,"read my several posts on how health insurance actually works and realize that you already pay for other peoples services.",0.0,0.6
9015,some,"The day before some chavvy looking bloke comes out of a store as I was walking past and nods his head at me like we know each other",0.0,1.0
18737,know,"The best slave is a slave that doesn't know he/she is a slave.",1.0,0.6
9747,feel,"But feel free to continue calling people an idiot because they say something beyond your comprehension capabilities.",0.0,0.6
1253,someone,"You ARE a child... someone forgot to check your ID.",0.0,0.666666666667
11517,some,"I address your points and asked some questions.",0.0,1.0
30280,could,"The continued invasion of Japan could have seen the potential elimination of the Japanese race.",1.0,0.6
19288,someone,"The church.... Not a single word said about the idiocy of someone that poor thinking about mating.",1.0,0.8
30036,most,"I know where he stand on most issues and at least 90% I agree with him and the other 10% I apply the my so what theory.",1.0,1.0
1425,some,"He was not some wonderful man who inexplicably did a bad thing.",0.0,0.666666666667
29041,really,"the folks who do chemestry are working really hard to change that",0.0,1.0
607,fair,"You may know more about another sector and that's fair enough.",0.0,0.8
13946,feel,"Why this country feel the need to consistently talk about the colour of people is beyond me.",1.0,0.8
9862,might,"I didn't mean the title to sound as harsh as it does but I couldnt think of another way to put it... sorry this might be a long",1.0,0.6
10812,know,"I know what the numbers are",0.0,0.6
31158,could,"She has a fortnight to submit to social services her choice and i'm the only one in the family who could have the child otherwise the child will go into the system and be adopted.",0.0,0.6
9752,believe,"They were never going to surrender to the allies before the A bombs and there were no deals to surrender to the Soviets as the Japanese did not believe they would attack them.",1.0,0.6
2494,someone,"I don't know what the heck you're specifically supposed to do; but I can tell you one thing - giving up and crying about how difficult and unfair life is for you and that you need someone to take care of you is not a solution.",1.0,0.6
20626,believe,"The truth is you don't believe it cuz you don't wanna believe it.",1.0,0.8
14919,much,"Well one of the first acts of the new american govt was to levy the whiskey tax which must be paid in specie at a time when much of frontier america existed primarially on barter.",1.0,0.75
37,could,"The current Constitution of 2007 could be amended to reflect better the so-called People's Constitution of 1997.",1.0,0.8
6230,some,"Maybe some of the ones you cited rise to the same level for you.",1.0,0.75
28811,could,"The continued invasion of Japan could have seen the potential elimination of the Japanese race.",1.0,1.0
2029,know,"Within three days we still hadn't heard from the police and I didn't know if they were sending forensics etc.",1.0,0.6
31176,feel,"If you and your OH feel that you want a child of your own",1.0,0.6
20030,much,"It is not sure how much he can control the army.",1.0,0.6
18693,really,"I tend to find it really funny when people are arguing for some reason.",0.0,0.6
3680,much,"That their jobs reqired so much training and experience that they could never be replaced",1.0,0.6
3634,could,"It's not surprising that they could complete SEAL training if they wanted to.",0.0,1.0
17931,could,"I could be wrong",1.0,1.0
3697,could,"By far the best debater and most informed candidate and could easily kick Obama's ass in a debate...",0.0,1.0
6334,know,"Too bad you don't know how to stand up for freedom against Islamo-fascism... You pretend to know everything else.",1.0,0.6
23820,know,"I know a few Democrats spoke out against him but they were few and far between.",0.0,1.0
18220,most,"The poor in this country enjoy a lifestyle envied by even middle class people in most of the world.",1.0,1.0
25223,really,"Obama really has no choice.",1.0,1.0
25191,believe,"I also believe the public schools are a mess.",1.0,0.8
13791,really,"I really am.",1.0,0.8
16015,some,"But this is hampered by the fact that some of them regard it as a sacred tradition to be handed down only from father to son",1.0,0.8
4363,read,"I read one on here actually about a white girl who was called a 'white slag' and viciously attacked by a group of somalian muslims.",1.0,1.0
18285,some,"At some point",0.0,0.6
1970,know,"The drops (Japan did not know how many more bombs we had) made resistance of any kind almost unthinkable.",0.0,0.8
6058,believe,"A building like DOMUS I believe it own gravity is max 20 Gal",1.0,0.6
9458,really,"You seem content with the truth....you know....I didnt know of them....oh yeah...he was my mentor...so yes...I knew of them....but I never really paid attention...And you were just fine with that.",1.0,1.0
7081,most,"Not that they care... and they already use the private sector for most of the education anyway...",1.0,0.6
6444,someone,"You asked someone to prove a negative.",0.0,0.8
31485,sort of,"I ask about your schooling and job because I need to know if I'm actually dealing with someone who has the capability enough to use his brain to hold a job or achieve some sort of degree.",0.0,1.0
587,know,"At least I know I've been laid without feeling the need to broadcast the fact I got a girlfriend over the net.",0.0,1.0
28836,most,"When hiring sales people; I hire the most qualified applicants",0.0,1.0
16516,some,"He also attends some kind of meeting with the editor of resurgence.",1.0,0.6
21699,someone,"Marc seems to this there should be more news reporting about Trayvon don't bitch about it when someone ask these questions because the longer this goes with media attention the more Trayvon will not look like an angel but a child who did not have any parental guidanceNot only are you coming apart at the seams and falling off the deep end",0.0,0.8
26553,believe,"This entire bill is NOT what i have come to believe is the way to go with our health care...I believe we should just go in to a single payer plan for all of us",1.0,0.75
26590,could,"So for all you know he could be doing the same to his wife.",1.0,1.0
8967,sometimes,"Anyone who you are comfortable with and supported by to accompany you and who can also ask questions if you are struggling to say what happens when you get sick- it's sometimes better when there is a back up so it doesn't sound like your whole body is falling apart and being whiney - someone independent can tell it like it is to the doc.",1.0,0.8
14418,feel,"I didn't feel hard done by at all.",1.0,0.6
10654,could,"You could buy a democrat vote with a ham sandwich....",0.0,0.6
16918,fair,"Where local farmers raise their own crops and livestock and sell it back on the streets - for fair prices.",1.0,0.666666666667
12290,some,"I'd challenge yourself to see some of the great cities and beautiful nature in the heartland.",0.0,0.5
24137,some,"I can deff relate to what the above posters are saying iam constantly getting some sort off infection or cold",0.0,1.0
3726,really,"It wasn't really a big deal.",1.0,0.75
22559,someone,"All you say is true....but you need to remember...it is insurance...so whereas someone else uses viagara",0.0,0.6
4861,find,"Drinking is a common practice with the upper class society and personally I find it quite upsetting",1.0,1.0
7957,some,"i suffer from ocd and until he admitts theres a problem i dont think there is anything you can do.The problem is the more you say about it the more he will feel the need todo it.Is there some one friend/family who can talk to him.",1.0,0.6
29728,sometimes,"Sleep paralysis is a condition that sometimes occurs when the brain awakens from the REM (dream-) state",1.0,0.666666666667
14243,know,"Life as we know it grinding to a halt",0.0,0.6
15772,understand,"Security had to be the #1 priority...I can understand the delays due to them awaiting clearance from U.S. authorities.",0.0,0.8
8597,much,"I don't know much about Beck.",1.0,0.6
24840,could,"This could serve as a blanket condemnation of politicians in general",0.0,0.6
11474,hear,"Anything I hear could be convincing and even the fact of the invasion wouldn't help me addresses most of the claims I'd have heard about the invasion plans.",1.0,0.6
29894,feel,"On a pain scale I'd give it 2/10 (just feels like a hot",0.0,1.0
18413,most,"In the most recent Third Assessment Report (2001)",0.0,1.0
28035,someone,"This sounds like someone who has learned how to game the system",0.0,0.6
13331,fair,"They are always very fair",0.0,1.0
30128,know,"I don't know what they are now but I'm thinking that in the near future",1.0,0.8
18998,possible,"We want the best possible equipment and gear and good pay.",0.0,1.0
5587,know,"I dont know how many times Ive heard the words Obama and Messiah used in the same sentence.",1.0,1.0
3975,read,"6. just read a newsweek article about the drug empire in mexico.",1.0,0.6
9708,really,"They really only want to SAY they want to close the loop holes.",1.0,0.6
20956,understand,"After all you don't really understand the science behind it as well as your cherry picked experts.",0.0,1.0
9883,feel,"I guess I feel bad as the truth of the matter is she has no other 'friends' as no one else will put up with her...hun - you dont like this person.",0.0,0.666666666667
